,gene,AVG TPM AD,AVG TPM NCI,AVG TPM all,AVG BTPM AD,AVG BTPM NCI,AVG BTPM all,STD TPM AD,STD TPM NCI,STD TPM all,STD BTPM AD,STD BTPM NCI,STD BTPM all,B,MIN TPM AD,MIN TPM NCI,MIN TPM all,MAX TPM AD,MAX TPM NCI,MAX TPM all
24,ENSG00000092020.10,45.970386066474255,39.08994713515877,42.545698135270634,9.250849406149845,7.866264462491316,8.561682422239556,18.503132467383,18.544815952461825,18.814164870766884,3.723477365412737,3.7318655404137058,3.7860679627589606,0.201234973158,7.78425687677,0.0,0.0,111.198887428,106.673136859,111.198887428
25,ENSG00000012174.11,1.2415985099642426,1.1718800013168178,1.205263282381952,0.2485181191018268,0.2345632758118317,0.24124526693309498,1.0162229927518476,1.3574952781217153,1.1931705475849592,0.20340699889692349,0.27171599393924517,0.23882478746052183,0.200159807786,0.0,0.0,0.0,9.39089129028,12.2300069389,12.2300069389
26,ENSG00000115607.9,6.968616708709611,5.9958148323350695,6.479348845956269,1.3757502257625605,1.1836988535911186,1.2791585489954915,4.836242130447109,4.225360449802384,4.566169867210254,0.9547750265112582,0.8341742465873451,0.9014571310592197,0.197420848824,0.0,0.0,0.0,28.7966467718,26.7600258089,28.7966467718
27,ENSG00000182732.16,26.619033264410593,14.70673818909697,20.808380212494434,5.076598613299486,2.8047677748217956,3.968430899892664,18.80819466373075,14.731107323022384,17.908770721199506,3.5869692937429254,2.809415288135454,3.415437356648606,0.190713109784,0.842051500788,0.0,0.0,80.5228563855,77.7329792751,80.5228563855
28,ENSG00000177189.12,48.6555221003971,39.59053315750857,44.17748914545119,9.158463648992859,7.452154310853227,8.315560310041134,16.158623624616645,15.89651882852204,16.62918543298525,3.041549256802672,2.9922130839771928,3.1301234418182107,0.188230713671,9.0585511947,5.09353413543,5.09353413543,89.0815086584,89.728051646,89.728051646
29,ENSG00000115290.9,19.302015372628077,8.496341807171769,14.03117419338689,3.51532500363419,1.5473722415809479,2.5553879488825615,20.159052196573562,10.540811310468799,17.017323702765893,3.671410413270904,1.919715472345305,3.0992319896347014,0.182122174072,0.0,0.0,0.0,169.752159116,50.1728684342,169.752159116
30,ENSG00000198258.10,763.5443917269938,675.4761149550061,719.7074983344737,138.38855040921823,122.42662168370292,130.44333570164508,197.63623060816687,165.28328911686344,187.6870476055751,35.820564931849326,29.95675829144041,34.017325947445904,0.181244930758,124.853596853,344.677494416,124.853596853,1343.97641008,1161.20963223,1343.97641008
31,ENSG00000174032.16,35.08624459351294,30.852878809627747,33.035465760334645,6.332235003017176,5.568212882443767,5.962118062280256,17.998638600878337,17.071685773815744,17.630919737029714,3.2483273908490617,3.081034390253703,3.1819628571718823,0.180476282839,3.04573251254,2.54776188727,2.54776188727,124.149649454,128.341111269,128.341111269
32,ENSG00000010219.13,16.803433441161268,17.992120085479087,17.363718456031624,3.0205761693516626,3.2342538420264484,3.1212927026654214,10.339206383675998,11.954988226830672,11.149326339343446,1.8585701857835317,2.1490222619853356,2.004196913855137,0.179759462846,0.0,0.0,0.0,66.9468720056,68.1495813432,68.1495813432
33,ENSG00000105176.17,89.50529531548547,74.50814801661878,82.1116130615163,15.658096969611426,13.034489217181912,14.36464284170672,43.22219971505797,36.4250295760304,40.62870377726674,7.561311227372696,6.372211199483876,7.107603871387888,0.174940453684,13.2943340555,13.6814422697,13.2943340555,289.378005204,271.491346011,289.378005204
34,ENSG00000239779.6,31.76291931972,28.487691396725687,30.142139328210895,5.501993062146974,4.93465600071771,5.221240522407553,14.519143726115356,13.976596882773254,14.311225424348239,2.515015299610869,2.4210349907510125,2.4789995592974203,0.173220635256,3.12370527748,0.0,0.0,116.797796132,88.4045015824,116.797796132
35,ENSG00000105835.11,527.3599469608687,188.82838761722485,361.08400479001,90.27597961682456,32.32453994629088,61.81207436067023,637.555524592864,112.81868153778068,491.1008894828536,109.13978180259879,19.312837566819322,84.06898200034944,0.171184747983,34.1013811433,35.2555533628,34.1013811433,4245.13847476,751.573713709,4245.13847476
36,ENSG00000129128.12,68.08652571224974,50.43804793360923,59.491397828243734,11.542687987991386,8.55074691990431,10.085558572969457,28.963780070396705,26.35205080515798,29.019979612503867,4.91022082281463,4.467455155123455,4.9197483140887845,0.16952969574,7.28349776504,1.63629159927,1.63629159927,164.096029921,136.982494541,164.096029921
37,ENSG00000263335.1,9.084269018189625,7.27216288550639,8.201166614856925,1.5273971906547728,1.2227160092975693,1.3789154441091767,7.2982649366193195,7.483816554396916,7.42359072028213,1.2271047167940545,1.2583027162310447,1.2481765553206212,0.168136499216,0.0,0.0,0.0,40.1341429597,46.2245663555,46.2245663555
38,ENSG00000133302.12,12.17599520523693,10.19230641255028,11.174472166193778,1.9805317078368427,1.657867442109576,1.8176252594094526,8.33462448442942,9.993567235068438,9.227332161212326,1.3556992907837269,1.6255407833061206,1.500905972446797,0.162658712857,0.0,0.0,0.0,60.390533926,69.6712356947,69.6712356947
39,ENSG00000123908.11,102.6496019929064,85.41497478665393,94.37737154073011,16.591654811805565,13.805954917557028,15.25458199786811,37.52449953218663,38.198221645525585,38.834368655921665,6.065230952057898,6.174127280212902,6.276950198189566,0.161633893261,9.9876990677,15.0403192475,9.9876990677,262.645112156,218.40268191,262.645112156
40,ENSG00000119979.15,29.025063122644006,24.763170968728613,26.92249373767687,4.656458795392534,3.9727281478050225,4.319145912930094,11.492182712948033,11.143365615870598,11.492098882229236,1.8436781703401923,1.7877178290032483,1.8436647214706339,0.160428894701,2.75356153257,0.0,0.0,61.9381016463,57.4877508425,61.9381016463
41,ENSG00000065615.13,41.367827283500795,25.187400674821667,33.41192487563612,6.619291258978404,4.030251334706422,5.346262465255223,23.23739303054758,12.686307331355527,20.448082217459806,3.7182294229384656,2.0299437689019686,3.2719100995397783,0.16001060954,2.50202344005,0.787388438746,0.787388438746,155.755403842,64.1886443277,155.755403842
42,ENSG00000204577.11,48.79140762937406,20.5431949340396,34.92386647243693,7.682527952754139,3.2346611214516656,5.4989924133941575,57.60480060954237,14.858931663007047,44.62153290532643,9.070254628792627,2.3396364932990896,7.025953758987845,0.157456575369,0.0,0.0,0.0,347.806961439,119.011263212,347.806961439
43,ENSG00000140932.9,57.39739571070327,19.455383049158964,38.74772908585767,8.833213859702841,2.994100290923339,5.96310988251657,77.11269138955758,14.066762492615112,58.95016394505299,11.86731359336237,2.1648146204609993,9.072178253796537,0.153895725587,0.0,0.0,0.0,616.857913979,91.6038295061,616.857913979
44,ENSG00000152642.10,21.065441857805055,21.61454722899718,21.33161709712693,3.2365543386721454,3.3209204480334624,3.2774502587050365,9.567291041634878,12.947745602710503,11.31842784354581,1.4699457784537049,1.989328421845994,1.7389954120712097,0.153642841224,1.644954502,0.921565577625,0.921565577625,58.1543763353,79.464666983,79.464666983
45,ENSG00000180257.13,12.111849098107207,12.445719159829927,12.273182474324782,1.8115038880014622,1.8614390308519881,1.8356336501802375,8.034028965006442,9.390015124344474,8.699991178771812,1.201606343386488,1.4044138734192795,1.3012107167341183,0.149564601848,0.0,0.0,0.0,65.1026367281,44.9413783401,65.1026367281
46,ENSG00000109220.10,24.71217282948279,20.968339299332005,22.861289162050042,3.676929020770596,3.1198832987723186,3.4015356784767765,11.778715603619533,8.595230698699282,10.486230381007017,1.75255739465701,1.278886054024379,1.5602482660047818,0.148790195267,4.045803129,3.55199775661,3.55199775661,72.4124055443,48.5838057423,72.4124055443
47,ENSG00000258227.6,3.4866027751670936,3.635896259299619,3.5503525265270834,0.5175641503328416,0.5397258246754478,0.5270273980912508,3.842024751434767,4.618382432454723,4.231440753661309,0.5703242968189243,0.6855696888071791,0.6281306416523224,0.148443681058,0.0,0.0,0.0,31.533028947,35.1636808024,35.1636808024
48,ENSG00000177156.10,508.60269577205224,365.18694344045434,438.62259322256494,74.51630952469431,53.504205813297716,64.26339693595614,176.28610114383682,103.71125455986768,161.74768667706005,25.827998527996684,15.194925253485312,23.697948881366084,0.146511825722,180.248541139,183.527622186,180.248541139,1147.96721239,865.004712464,1147.96721239
49,ENSG00000170881.4,8.458262816686478,6.421034976219791,7.448651815322953,1.230638313159998,0.9342310381142859,1.0837445588994132,6.3536758808169465,4.136089162115645,5.467752858108795,0.924430599733605,0.6017819379534679,0.7955328771298196,0.145495397794,0.0,0.0,0.0,37.3294072993,25.8341549784,37.3294072993
50,ENSG00000143294.14,66.17259384923373,63.562400645427346,64.94463825479053,9.625889866881792,9.246194424258388,9.447263571221349,31.357348150136794,34.655248839122955,32.953617182320315,4.561440956937515,5.041174740630838,4.793644487249793,0.145466413011,14.2641022012,6.97756794488,6.97756794488,168.65735707,226.379016319,226.379016319
51,ENSG00000090382.6,708.1105657559888,418.38293696928895,565.1971203399102,102.72574259587374,60.69489705146284,81.99326024457876,559.0266861318352,208.92932136853045,448.52189596941423,81.09811410947377,30.309418790723257,65.06716191245822,0.145070201694,94.7616754594,92.6087114104,92.6087114104,3314.31147516,1069.42800854,3314.31147516
52,ENSG00000137414.5,7.807968322289434,4.541637147841192,6.204704067566007,1.123337412666814,0.653408250692221,0.8926747555731803,6.2394518890663715,2.3162132133266398,5.003650158104965,0.8976739469490724,0.33323508124583623,0.7198783589387583,0.14387064167,0.881622771393,0.381010139983,0.381010139983,46.222756231,13.9831407253,46.222756231
53,ENSG00000215067.9,12.855853125578257,10.399589949999942,11.640992559362543,1.8464802214578822,1.4936882808454865,1.6719903618247403,8.467686925710646,8.492952193876611,8.546520665261234,1.2162099455471904,1.2198387842950027,1.2275327989931513,0.143629536167,0.0,0.0,0.0,75.6589036845,57.4230319701,75.6589036845
54,ENSG00000165185.14,2.628569376153959,2.7189748701406655,2.6683874023672525,0.37203833174838213,0.3848340028342697,0.37767403312278613,3.730693719309197,2.388702849565125,3.13811563224533,0.5280290793111126,0.33808847932905534,0.44415769096508334,0.141536432374,0.0,0.0,0.0,47.0223424126,14.7155212455,47.0223424126
55,ENSG00000140463.13,6.0193543767383515,7.01352448444485,6.504674386007594,0.8477837983204405,0.9878056773022125,0.9161377138913886,6.193204326069207,9.23727812472365,7.8252401985895625,0.8722693429747149,1.3010057631735508,1.1021301360769555,0.140842978376,0.0,0.0,0.0,56.7949017194,95.5534401698,95.5534401698
56,ENSG00000102780.16,5.395036411857784,4.997674462325393,5.1997552146981,0.7560156986552056,0.700332687650044,0.7286506098153205,2.88776704885294,3.7159875376489864,3.3152666413887584,0.4046677457437681,0.52072770228113,0.46457399631427904,0.140131713846,0.752222879528,0.0,0.0,19.6273714097,29.8309337902,29.8309337902
57,ENSG00000005469.11,4.065866509680174,4.331662762214606,4.195223492176571,0.5678126443323075,0.6049320314656212,0.5858778046417404,2.1870976209707766,3.3149513015716225,2.7915512519660703,0.3054359213760812,0.46294467855666743,0.38985000968285655,0.1396535383,0.0,0.0,0.0,12.6317666553,25.6404506599,25.6404506599
58,ENSG00000122359.17,147.72346167865865,126.65479488608129,137.4830333031085,20.61616016209399,17.67583501629952,19.187014722908184,53.227086768959786,44.70360788060801,50.22877685619566,7.428326775726238,6.238797340769372,7.009885204734611,0.139559146041,40.6995717753,44.7970363471,40.6995717753,300.253470505,303.615866136,303.615866136
59,ENSG00000135842.16,48.77327178275627,20.82526578092649,35.06699380250429,6.78454443346925,2.896872320947215,4.877949928415409,54.25370349742157,9.515509315368877,41.62921490828516,7.546892972405827,1.323642917472583,5.790779415695377,0.139103738287,5.33502436886,4.7242502618,4.7242502618,356.058727967,50.4424259989,356.058727967
60,ENSG00000169826.7,14.73627277165901,11.246986565417636,13.011780767274661,2.0120555558416067,1.5356367350193143,1.7765975284156301,4.841175921351111,3.9152466649223214,4.741538733744028,0.6610026198819134,0.5345784464439176,0.6473983958016682,0.136537616195,5.48901280844,0.0,0.0,33.6342985948,26.8554977249,33.6342985948
61,ENSG00000125384.6,21.17071844742163,21.35572808746874,21.304660085477394,2.848790798131758,2.8736862102284633,2.8668143577444187,11.515460257737969,12.341704356472432,11.918704896377882,1.549552382927808,1.6607340885147563,1.6038141038423033,0.134562783271,1.80819426174,1.1484606394,1.1484606394,75.296450772,61.6970842251,75.296450772
62,ENSG00000135205.14,5.526908373039707,6.567432496106238,6.029358575024144,0.7259391249599103,0.8626081486555505,0.7919341144451272,3.3494895643682647,6.2380959286554445,4.991714108483348,0.4399431579652823,0.8193509995486908,0.6556433230626323,0.131346328899,0.0,0.0,0.0,25.4886497477,43.9768421317,43.9768421317
63,ENSG00000156875.13,10.507545313268375,7.259382686858599,8.905943135535644,1.3730155422748826,0.9485798023437444,1.163735009380913,5.3214200558041735,4.485092686945274,5.180498472475981,0.6953472219973466,0.586064754814157,0.6769330711768626,0.130669485721,1.50806892277,0.0,0.0,30.9026478804,35.1636808024,35.1636808024
64,ENSG00000171862.9,106.5342456056773,91.6460261553721,99.15576997370603,13.620662760260043,11.717167643920245,12.67730668075239,46.449756408318336,30.183498095793325,39.95272038604755,5.938714483187892,3.859033742158899,5.108052604488713,0.127852435457,17.1751481671,34.7539174087,17.1751481671,360.820418808,164.982500448,360.820418808
65,ENSG00000198663.16,12.113427903307093,11.449679184602386,11.778770873301015,1.5375762332303917,1.4533255766149462,1.4950976962111278,4.300323424431848,6.360453157152858,5.4048861454916475,0.5458467368105747,0.807342206110253,0.6860505999590211,0.126931554429,2.89789525742,0.900202192614,0.900202192614,25.6830853862,33.393695172,33.393695172
66,ENSG00000159720.11,179.88730332962086,150.9922062787994,165.92870447421217,22.82251009706799,19.156555735687867,21.05156652616601,71.51542440225965,48.17854440465977,62.81287006964855,9.073244555375554,6.112467616030628,7.969141428306245,0.126871155855,51.5263466152,64.5811422413,51.5263466152,423.66101983,312.668537528,423.66101983
67,ENSG00000117586.10,62.90579344987872,32.6109729931674,48.11374573319339,7.863982012109371,4.076764491016008,6.014797846600667,52.04737062641647,39.07717418643775,48.45191668487386,6.506548346931596,4.8851175389920085,6.05707328953188,0.125012047076,0.919183903733,1.25257015,0.919183903733,302.846570155,224.595191322,302.846570155
68,ENSG00000197081.12,22.829507650220638,9.564143200549038,16.29946208884258,2.842723055423254,1.1909240794033302,2.0296038522102013,29.743635923231025,8.386806283536027,22.967925912888045,3.7036681161307032,1.044322459724446,2.859958853610626,0.12451968299,1.30793983833,0.512434401991,0.512434401991,189.457449794,67.6784968991,189.457449794
69,ENSG00000213918.10,6.1803533204667955,5.876316511164953,6.044431638155051,0.7640585268284584,0.7264713688503697,0.7472549372978661,8.505516112734359,6.255445853961176,7.472017843457486,1.0515114224117998,0.7733419913073468,0.9237431340700248,0.123626997877,0.0,0.0,0.0,97.7444697069,38.7273484069,97.7444697069
70,ENSG00000221909.2,1.7053917135467735,1.801080088127109,1.7498961719806654,0.20968923288733274,0.22145475379528687,0.21516135150673227,1.3312412753983154,1.6047610278879685,1.4685496465324772,0.16368495261752725,0.19731602202140436,0.18056792840744207,0.122956638772,0.0,0.0,0.0,8.01054341388,11.6200544158,11.6200544158
71,ENSG00000115271.10,174.58727169992548,117.07191430114663,146.28973425393315,21.057015997947946,14.120073865331433,17.64404268723067,128.3613502329659,61.51806158342158,105.04884327001571,15.481695653159782,7.419709319653731,12.669968158415248,0.120610258657,31.1143988534,22.1931794861,22.1931794861,682.903331833,310.576637582,682.903331833
72,ENSG00000197620.10,11.33584581253849,12.498854559313637,11.92777993923305,1.362613470622818,1.5024117186772434,1.4337662922202334,5.7438735985960925,7.051410993034599,6.437956419815294,0.6904363087176757,0.8476074714582875,0.7738678071308834,0.120203952414,0.0,0.0,0.0,30.3450246272,40.0103081299,40.0103081299
73,ENSG00000067182.7,58.41158250628808,39.10719823574322,48.90401202598512,6.926374557413547,4.63728410101918,5.798978389530279,47.64515627966598,19.801570883664308,37.906010368567806,5.649704803049035,2.348046241525277,4.494848701653276,0.118578786265,0.0,3.42760267245,0.0,332.55840768,142.032528255,332.55840768
74,ENSG00000127922.9,153.8311281107006,135.0464205245243,144.54579419513917,18.19485189164492,15.973032572265165,17.096600338574785,80.19145757252087,67.82869799122285,74.78484018190281,9.484892371439683,8.022648790986574,8.845407997468921,0.118278089195,16.1738394504,9.88623443841,9.88623443841,436.353867078,314.997169143,436.353867078
75,ENSG00000124214.19,62.084439266882605,56.2577530847885,59.20002664098286,7.271345731658868,6.588922725182819,6.933522572050066,15.837753646229002,17.12967358424217,16.700113776001583,1.8549218408742576,2.006231841219675,1.9559216843587022,0.117120261011,13.5383442018,10.4042185053,10.4042185053,104.947152,100.620653747,104.947152
76,ENSG00000239305.6,9.037346307461688,7.59424825288304,8.315120137091535,1.0508726787300917,0.8830676321277348,0.9668914164784487,7.842687080839039,4.3128828102820425,6.392621249009878,0.9119563753220866,0.5015068093769925,0.7433411078324326,0.116281112063,1.45314023991,0.0,0.0,53.5887275568,28.3056417004,53.5887275568
77,ENSG00000173535.13,82.28347737916656,21.24578490814273,52.30350525564966,9.509865769659521,2.4554694220865696,6.04494766272295,128.2883425537471,16.63841961472831,97.05572732227749,14.826851712603105,1.9229758172009213,11.217160095925008,0.115574427243,1.47627547802,1.42642223889,1.42642223889,912.903037434,122.187444277,912.903037434
78,ENSG00000137845.14,109.50706195845639,75.001571951181,92.56991715356232,12.623281801005785,8.645707056019301,10.670874824205248,49.43473679870866,35.90905850837423,46.53691549181676,5.698523932688353,4.139369248459763,5.364481412401098,0.115273678019,28.4301118351,7.17154201297,7.17154201297,342.95262235,248.843558379,342.95262235
79,ENSG00000143153.12,3.68573657381821,2.781306369387255,3.243394347325262,0.4190613205299508,0.31622930630290713,0.3687678408284804,4.427978573386688,2.3175662664362218,3.573132133412928,0.503452840722001,0.26350292826877786,0.4062584073133697,0.113698120345,0.0,0.0,0.0,43.7612451916,10.7736208419,43.7612451916
80,ENSG00000103423.13,17.99006205317395,22.48370716295994,20.21216480786778,2.0028072336895817,2.50307815576377,2.25019067561146,11.530329217196504,15.65083943394579,13.851821294242654,1.2836546474807313,1.742385008955016,1.54210295694839,0.11132853393,1.41846680601,0.0,0.0,67.0720246297,135.780203533,135.780203533
81,ENSG00000196507.10,59.79000791674189,60.46274184839466,60.1099727914353,6.572219376898086,6.646167435029503,6.607390460205434,21.689812417862996,26.62372233208073,24.162022126763603,2.3841810767522613,2.926524847424543,2.6559305733440244,0.109921701065,10.580172049,0.0,0.0,117.210021195,151.666737076,151.666737076
82,ENSG00000265479.5,5.4260863527666165,4.892429092559129,5.168888165269986,0.5938651056869366,0.5354582900504455,0.5657157142342377,3.416473762832329,4.20374852995143,3.820907330992019,0.3739204318424776,0.4600847466697674,0.4181841917761982,0.109446305694,0.0,0.0,0.0,21.9355479676,28.7321737479,28.7321737479
83,ENSG00000166575.16,51.2982531099605,37.23061585170235,44.36469734160648,5.55289397976589,4.030111165437573,4.8023557498980125,75.8323313850592,54.63280135757254,66.48767127636476,8.208640078192936,5.9138496023621006,7.197106473933565,0.108247233446,0.0,0.0,0.0,835.158679031,509.168900263,835.158679031
84,ENSG00000132965.9,111.7258966252803,52.94876807751705,82.80261171226518,12.060228543744604,5.715543695892735,8.938110603114225,154.02329149510123,28.611636852174886,115.35334644718843,16.626011986467287,3.0884771558841706,12.451792856089346,0.10794479085,8.50102441111,0.0,0.0,1451.18584626,202.383434646,1451.18584626
85,ENSG00000197405.7,154.78997167498758,49.123390769025214,102.93843957455026,16.556535968408195,5.2543015374746,11.010428898626463,253.78369882299157,28.010984814791104,189.36044588104272,27.14503331379248,2.9960912362616847,20.254238690644485,0.106961295937,6.96358854545,3.02706652164,3.02706652164,1960.84413354,152.7271399,1960.84413354
86,ENSG00000119772.16,21.872367362962077,24.233240158946668,23.037720787392832,2.317862927178529,2.568049815446664,2.441357995395177,10.767990975832634,13.086601422739632,11.98334792182395,1.1411077122515632,1.386815966336354,1.2699017637437877,0.105972201761,4.92857672899,0.0,0.0,87.4639914598,113.425786638,113.425786638
87,ENSG00000127954.12,8.071033436294883,2.36012069255709,5.2630257353093794,0.8438428334410168,0.2467553812271663,0.5502599616283136,13.858825499698558,2.0975331516196873,10.38253868340632,1.4489681736715545,0.21930132390973714,1.0855153717388781,0.104552018041,0.0,0.0,0.0,104.051261243,17.0494036971,104.051261243
